==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
298.16ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3181]
298.17ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3183]
298.19ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3185]
298.20ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3187]
298.20ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3189]
298.21ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3191]
298.23ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3193]
298.24ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3195]
298.25ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3197]
298.25ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3199]
298.27ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3201]
298.28ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3203]
298.28ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3205]
298.29ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3207]
298.30ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3209]
298.32ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3211]
298.32ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3213]
298.33ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3215]
298.34ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3217]
298.35ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3219]
298.37ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3221]
298.38ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3223]
298.39ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3225]
298.40ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3227]
298.41ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3229]
298.42ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3231]
298.43ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3233]
298.44ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3235]
298.45ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3237]
298.46ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3239]
298.47ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3241]
298.48ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3243]
298.49ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3245]
298.50ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3247]
298.51ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3249]
298.52ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3251]
298.53ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3253]
298.54ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3255]
298.55ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3257]
298.56ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3259]
298.57ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3261]
298.58ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3263]
298.59ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3265]
298.60ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3267]
298.61ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3269]
298.62ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3271]
298.63ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3273]
298.64ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3275]
298.65ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3277]
298.66ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3279]
298.67ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3281]
298.68ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3283]
298.69ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3285]
298.70ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3287]
298.71ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3289]
298.72ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3291]
298.73ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3293]
298.74ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3295]
298.76ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3297]
298.76ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3299]
298.77ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3301]
298.78ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3303]
298.79ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3305]
298.80ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3307]
298.81ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3309]
298.82ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3311]
298.83ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3313]
298.84ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3315]
298.85ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3317]
298.86ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3319]
298.87ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3321]
298.89ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3323]
298.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3325]
298.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3327]
298.91ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3329]
298.92ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3331]
